id,timestamp,url,ACADEMIC_YEAR,ACCREDITING_AGENCY,ADDRESS_CITY,ADDRESS_PROVINCE,ADDRESS_STREET,ADMISSION_REQUIREMENTS,CODE,DEGREES,DIVISIONS,HISTORY,INSTITUTION_FUNDING,LANGUAGES,OFFICERS,OTHER_SITES,PERIODICALS,POST_CODE,STUDENT_BODY,SUBTITLE,TITLE,TUITION_FEES_NATIONAL,URL,WWW,STUDENTS_STATISTICS_YEAR,STUDENTS_TOTAL,NOTE,TUITION_FEES_INTENATIONAL
79,2026-01-01T18:55:23.443Z,https://www.whed.net/detail_institution.php?Jzo2MF0tU2BSLDBgYApgCg==,September to June,Ministry of Education and Science of Ukraine (MON),Kharkiv,Kharkiv Region,"vul. Maršala Bažanova, 17",Secondary school certificate (Atestat zrelosti) and entrance examination,IAU-007021,"<div class=""dd""> <p class=""principal"">Dyplom Bakalavra</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Accountancy, Architecture, Construction Engineering, Ecology, Economics, Electrical Engineering, Environmental Management, Hotel Management, Hydraulic Engineering, Management, Mechanical Engineering, Safety Engineering, Surveying and Mapping, Tourism, Transport Engineering</span></p> <hr> <p class=""principal"">Dyplom Magistra</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Accountancy, Business Administration, Construction Engineering, Ecology, Economics, Electrical Engineering, Electronics and Automation, Energy Engineering, Environmental Studies, Heating and Refrigeration, Hotel Management, Management, Mechanical Engineering, Surveying and Mapping, Tourism, Town Planning, Transport and Communications, Transport Management, Water Science</span></p> <hr> <p class=""principal"">Dyplom Doktora Filosofii</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Architectural Restoration, Architecture, Building Technologies, Civil Engineering, Computer Engineering, Computer Science, Construction Engineering, Ecology, Economics, Electrical Engineering, Electronics and Automation, Engineering Drawing and Design, Heating and Refrigeration, Industrial Engineering, Landscape Architecture, Machine Building, Management, Mathematics, Mathematics and Computer Science, Occupational Health, Physics, Power Engineering, Safety Engineering, Town Planning, Transport and Communications, Water Science</span></p> </div>","<div class=""dd""> <p class=""principal"">Faculty : Architecture, Design and Fine Arts</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Architectural and Environmental Design, Architecture, Forestry, Landscape Architecture, Structural Architecture, Town Planning</span></p> <hr> <p class=""principal"">Faculty : Construction Engineering</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Building Technologies, Construction Engineering, Geological Engineering, Real Estate, Surveying and Mapping</span></p> <hr> <p class=""principal"">Faculty : Economics and Business</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Accountancy, Business Administration, Economics, Finance, International Economics</span></p> <hr> <p class=""principal"">Faculty : Electric Transport</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Electrical Engineering, Mechanics, Physics, Safety Engineering, Transport Engineering, Transport Management</span></p> <hr> <p class=""principal"">Faculty : Electricity and Urban Lighting</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Electrical Engineering, Philosophy, Physical Education, Political Sciences, Power Engineering, Sports</span></p> <hr> <p class=""principal"">Faculty : Engineering Networks and Urban Ecology</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Chemistry, Ecology, Environmental Engineering, Heating and Refrigeration, Mathematics, Water Management, Water Science</span></p> <hr> <p class=""principal"">Faculty : Foreign Students Education</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Cultural Studies, Foreign Languages Education, History, Modern Languages, Pedagogy, Psychology, Russian, Slavic Languages</span></p> <hr> <p class=""principal"">Faculty : Management</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Applied Mathematics, Hotel Management, Information Technology, Management, Modern Languages, Public Administration, Tourism</span></p> <hr> <p class=""principal"">Faculty : Postgraduate Education and Distance Learning</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Economics, Information Technology, Management, Regional Planning, Town Planning</span></p> </div>","Founded 1922 as Kharkov Institute of Municipal Construction, renamed 1985 as Kharkov Institute for Municipal Engineers, became Harkivs'ka Deržavna Akademija (Kharkiv National Municipal Academy) in 1999 and acquired current title 2013",Public,Ukrainian;Russian;English,"<div class=""dd""> <p class=""principal"">Head : Volodymyr Babayev</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Rector</span></p> <hr> <p class=""principal"">International Relations Officer : Natalya Bibik</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Head of the Center of International Affairs and Education</span></p> </div>",Also Upgrading Skills and Preparatory Departments,Municipal Services,61002,co-ed,Harkivs'ka Nacional'nij Universitet Gorodskogo Hozjaistvo im. A.N. BeketovaKharkiv National University of Municipal Economy named after O.M. Beketova,O.M. Beketov National University of Urban Economy in Kharkiv,"1,000 per annum (USD)",https://www.whed.net/institutions/IAU-007021,http://www.kname.edu.ua,2018-2019,16000,,
105,2026-01-01T18:55:25.766Z,https://www.whed.net/detail_institution.php?KDo2MF0sQzhXLUMwYApgCg==,,National Academy of Medical Sciences of Ukraine; Ministry of Education and Science of Ukraine (MON),Kyiv,Kyiv Region,"vul. Zoolohična, 3",,IAU-026764,"<div class=""dd""> <p class=""principal"">Dyplom Doktora Filosofii</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Medicine</span></p> </div>","<div class=""dd""> <p class=""principal"">Course/Programme : Otorinolaringology</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Otorhinolaryngology</span></p> </div>",Founded 1960,Public,Ukrainian,"<div class=""dd""> <p class=""principal"">Head : Dmytro Illič Zabolotnyj</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Director</span></p> </div>",,,03680,,Instytut otolarynholohiji im. prof. O.S. Kolomijčenka Nacional’noji akademiji medyčnyx nauk UkrajinyO.S. Kolomiychenko Institute of Otorhinolaryngology (Institute of Otolaryngology the NAMS),O.S. Kolomiychenko Institute of Otolaryngology of the National Academy of Medical Sciences of Ukraine,,https://www.whed.net/institutions/IAU-026764,,,,,
131,2026-01-01T18:55:28.100Z,https://www.whed.net/detail_institution.php?KDo2MF0sMyhZLiNgYApgCg==,,State Committee of Telecommunications and Informatics; Ministry of Education and Science of Ukraine (MON),Odessa,Odessa Region,"vul. Kuznečna, 1",Secondary school certificate (Atestat zrelosti). Entrance examination,IAU-012980,"<div class=""dd""> <p class=""principal"">Dyplom Bakalavra</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Advertising and Publicity, Business Administration, Computer Networks, Computer Science, Economics, Electronics and Automation, Information Technology, Journalism, Management, Public Relations, Sociology, Software Engineering, Telecommunications Engineering</span></p> <hr> <p class=""principal"">Dyplom Spetsialista</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Administration, Business Administration, Computer Engineering, Economics, Electronics and Automation, International Business, Management, Postal Services, Radio and Television Broadcasting, Telecommunications Engineering</span></p> <hr> <p class=""principal"">Dyplom Magistra</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Administration, Business Administration, Computer Engineering, Economics, Electronics and Automation, International Business, Management, Postal Services, Radio and Television Broadcasting, Sociology, Software Engineering, Telecommunications Engineering</span></p> <hr> <p class=""principal"">Dyplom Doktora Filosofii</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Economics, Management, Telecommunications Engineering</span></p> </div>","<div class=""dd""> <p class=""principal"">Institute : Computer Technology, Automation and Logistics</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Computer Engineering, Electrical Engineering, Electronics and Automation, Physical Education, Postal Services, Telecommunications Engineering</span></p> <hr> <p class=""principal"">Institute : Distance Learning</p> <hr> <p class=""principal"">Institute : Economics and Management</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Business Administration, Economics, Management, Marketing</span></p> <hr> <p class=""principal"">Institute : Infocommunications and Software Engineering</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Computer Science, Mathematics, Software Engineering, Telecommunications Engineering, Telecommunications Services</span></p> <hr> <p class=""principal"">Institute : Problems of Information Society</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Linguistics, Mass Communication, Political Sciences, Sociology</span></p> </div>","Founded 1930 as Odessa 'A.S. Popov' Electrotechnical Institute, acquired present status and title 2001",Public,Ukrainian;Russian,"<div class=""dd""> <p class=""principal"">Head : Pyotr P. Vorobiyenko</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Rector</span></p> <hr> <p class=""principal"">Senior Administrative Officer : Maxim Nikolaevich Kuzmin</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Vice-rector on Administrative Affairs</span></p> <hr> <p class=""principal"">Senior Administrative Officer : Oleg Volodymyrovych Bondarenko</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Vice-Rector for Educational Affairs</span></p> <hr> <p class=""principal"">International Relations Officer : Elena A. Shulgan</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Vice-rector for International Relations</span></p> </div>",,Scientific and Research Publications,65029,co-ed,Odes’ka nacional’na Akademija zv'jazku im. O.S. PopovaOdessa National Academy of Telecommunications named after A.S. Popov (ONAT),O.S. Popov Odessa National Academy of Telecommunications,"Preparatory course, 1,500 per annum; Main course, Bachelor: 2,000, Master: 2,200, Postgraduate: 3,500 (USD)",https://www.whed.net/institutions/IAU-012980,https://onat.edu.ua,,,,
157,2026-01-01T18:55:30.467Z,https://www.whed.net/detail_institution.php?KDo2MF0sMyhZLVMsYApgCg==,September to June,Ministry of Education and Science of Ukraine (MON),Odesa,Odesa Region,Valikhovs’kyj provulok 2,"Secondary school certificate (Atestat zrelosti), and health certificate. (An average score in Biology, Physics and Chemistry courses should not be less than 65% of the maximum results)",IAU-012973,"<div class=""dd""> <p class=""principal"">Dyplom Magistra</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Dentistry, Health Administration, Medicine, Paediatrics, Pharmacy, Psychology, Social and Preventive Medicine</span></p> <hr> <p class=""principal"">Dyplom Doktora Filosofii</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Dentistry, Medicine, Paediatrics, Pharmacy</span></p> </div>","<div class=""dd""> <p class=""principal"">Faculty : Dentistry</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Dentistry, Health Administration, Orthodontics, Orthopaedics, Otorhinolaryngology, Surgery</span></p> <hr> <p class=""principal"">Faculty : International Students Education</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Dental Studies, Ethics, Health Sciences, Medicine, Philosophy, Psychology</span></p> <hr> <p class=""principal"">Faculty : Medicine №1</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Anaesthesiology, Biology, Cell Biology, Embryology and Reproduction Biology, Genetics, Health Administration, Histology, Immunology, Medical Technology, Medicine, Microbiology, Obstetrics and Gynaecology, Ophthalmology, Paediatrics, Pathology, Physiology, Pneumology, Rehabilitation and Therapy, Social Sciences, Surgery</span></p> <hr> <p class=""principal"">Faculty : Medicine №2</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Anatomy, Biophysics, Computer Science, Health Administration, Medical Technology, Medicine, Nephrology, Neurology, Nursing, Orthopaedics, Pathology, Pharmacology, Physical Education, Physical Therapy, Physiology, Sports Medicine, Surgery, Treatment Techniques, Urology</span></p> <hr> <p class=""principal"">Faculty : Pharmacy</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Chemistry, Economics, Health Administration, Pharmacology, Pharmacy, Toxicology</span></p> <hr> <p class=""principal"">Faculty : Post-Graduate Studies</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Dentistry, Medicine, Paediatrics</span></p> </div>","Founded 1900 as Medical Department of Novorosiysk University, acquired status and title of Odes'kij Deržavnij Medičnij Universitet (Odesa State Medical University) 1994. Acquired current name 2010",Public,Ukrainian;English,"<div class=""dd""> <p class=""principal"">Head : Valerii Zaporozhan</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Rector</span></p> <hr> <p class=""principal"">Senior Administrative Officer : Valeriia Marichereda</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">First Vice-Rector</span></p> <hr> <p class=""principal"">International Relations Officer : Iryna Savchenko</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Assistant to the Rector for International Work</span></p> </div>",University Clinics (Medicine and Dentistry) - Center of Reconstructive and Restorative Medicine & Multifield Medical Center,Achievements in Biology and Medicine,65082,co-ed,Odes’kyj nacional’nyj medyčnyj universytet (ONMedU),Odesa National Medical University,,https://www.whed.net/institutions/IAU-012973,https://onmedu.edu.ua,2021-2022,8920,,
157,2026-01-01T18:55:30.467Z,https://www.whed.net/detail_institution.php?KDo2MF0sMyhZLVMsYApgCg==,,,,,,,,,,,,,,,Integrative Anthropology,,,,,,,,,,,
157,2026-01-01T18:55:30.467Z,https://www.whed.net/detail_institution.php?KDo2MF0sMyhZLVMsYApgCg==,,,,,,,,,,,,,,,Odessa Medical Journal,,,,,,,,,,,
157,2026-01-01T18:55:30.467Z,https://www.whed.net/detail_institution.php?KDo2MF0sMyhZLVMsYApgCg==,,,,,,,,,,,,,,,Psychiatry and Psychopharmacotherapy Reporter,,,,,,,,,,,
183,2026-01-01T18:55:32.875Z,https://www.whed.net/detail_institution.php?KDo2MF0sMyhZLVNEYApgCg==,September to June,Ministry of Education and Science of Ukraine (MON),Odessa,Odessa Region,"vul. Kanatna, 112",Secondary school certificate and competitive entrance examinations,IAU-012979,"<div class=""dd""> <p class=""principal"">Dyplom Bakalavra</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Accountancy, Administration, Animal Husbandry, Bioengineering, Biotechnology, Business Administration, Business and Commerce, Computer Engineering, Computer Science, Ecology, Electrical Engineering, Electronics and Automation, Energy Engineering, Environmental Engineering, Environmental Management, Food Science, Food Technology, Heating and Refrigeration, Hotel and Restaurant, Information Technology, Management, Marketing, Mechanical Engineering, Petroleum and Gas Engineering, Power Engineering, Public Administration, Safety Engineering, Taxation, Thermal Engineering, Tourism</span></p> <hr> <p class=""principal"">Dyplom Spetsialista</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Business Administration, Economics, Food Science, Food Technology</span></p> <hr> <p class=""principal"">Dyplom Magistra</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Accountancy, Administration, Bioengineering, Biotechnology, Business Administration, Business and Commerce, Computer Engineering, Computer Science, Economics, Electrical Engineering, Electronics and Automation, Environmental Engineering, Food Technology, Heating and Refrigeration, Hotel and Restaurant, Industrial Engineering, Information Technology, Management, Marketing, Mechanical Engineering, Petroleum and Gas Engineering, Power Engineering, Public Administration, Taxation, Tourism</span></p> <hr> <p class=""principal"">Dyplom Doktora Filosofii</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Bioengineering, Biotechnology, Business and Commerce, Economics, Electronics and Automation, Engineering, Environmental Engineering, Food Technology, Heating and Refrigeration, Management, Power Engineering</span></p> </div>","<div class=""dd""> <p class=""principal"">Department/Division : Teaching of Foreign Citizens and Stateless Persons</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Agriculture, Arts and Humanities, Biochemistry, Biology, Business Administration, Chemistry, Economics, Engineering, Mathematics, Mechanics, Medicine, Physical Education, Physics, Psychology, Sports</span></p> <hr> <p class=""principal"">Faculty : Computer Engineering, Programming and Cyber Defense</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Computer Engineering, Information Technology, Physical Education, Sports</span></p> <hr> <p class=""principal"">Faculty : Computer Systems and Automation</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Applied Mathematics, Electronic Engineering, Electronics and Automation, Mathematics, Mechanical Engineering, Robotics</span></p> <hr> <p class=""principal"">Faculty : Economics, Business and Control</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Accountancy, Economics, Industrial and Production Economics, Modern Languages, Slavic Languages</span></p> <hr> <p class=""principal"">Faculty : Innovative Food Technologies and Restaurant and Hotel Business</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Engineering Drawing and Design, Food Technology, Hotel and Restaurant, Modern Languages, Nutrition, Safety Engineering</span></p> <hr> <p class=""principal"">Faculty : Low-temperature Engineering and Engineering Mechanics</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Energy Engineering, Heating and Refrigeration, Materials Engineering, Mechanical Engineering, Physics</span></p> <hr> <p class=""principal"">Faculty : Management, Marketing and Logistics</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Business Administration, Business and Commerce, Law, Management, Marketing, Philosophy, Sociology, Transport Management</span></p> <hr> <p class=""principal"">Faculty : Oil, Gas and Ecology</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Ecology, Energy Engineering, Environmental Engineering, Thermal Engineering, Thermal Physics</span></p> <hr> <p class=""principal"">Faculty : Technology and Commodity Studies of Food and Food Business</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Business Administration, Chemistry, Cosmetology, Dairy, Economics, Finance, Fishery, Food Science, Food Technology, Taxation</span></p> <hr> <p class=""principal"">Faculty : Technology of Grain and Grain Business</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Business Administration, Food Science, Food Technology</span></p> <hr> <p class=""principal"">Faculty : Wine Technology and Tourism Business</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Biochemistry, Bioengineering, Food Science, Food Technology, Microbiology, Nutrition, Parks and Recreation, Tourism, Viticulture, Water Science</span></p> </div>","Founded 1902 as Odessa Miller's School. Became Odessa State Academy of Food Technology (Odes’ka deržavna akademija xarčovyx texnolohijvul) in 1994, Odessa National Academy of Food Technologies (Odes’ka nacional’na akademija xarčovyx texnolohij) in 2002 and acquired current title and status in 2021.",Public,Ukrainian,"<div class=""dd""> <p class=""principal"">Head : Ivanchenkova Larysa</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Rector</span></p> <hr> <p class=""principal"">Senior Administrative Officer : Bogdan Yegorov</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">President</span></p> <hr> <p class=""principal"">Senior Administrative Officer : Garii Mosienko</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Vice-Rector for Economic Development and Administrative Affairs</span></p> <hr> <p class=""principal"">International Relations Officer : Olga Olshevska</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Vice-Rector for Science and International Relations</span></p> </div>",,Grain Products and Mixed Fodders,65039,co-ed,Odes’kij nacional’nyj texnolohičnij universytet (ONTY),Odesa National University of Technology,,https://www.whed.net/institutions/IAU-012979,https://ontu.edu.ua,,,,
183,2026-01-01T18:55:32.875Z,https://www.whed.net/detail_institution.php?KDo2MF0sMyhZLVNEYApgCg==,,,,,,,,,,,,,,,Transactions of ONAFT,,,,,,,,,,,
209,2026-01-01T18:55:35.444Z,https://www.whed.net/detail_institution.php?KDo2MF0sQyhXLSMwYApgCg==,,Administration of the President of Ukraine; Ministry of Education and Science of Ukraine (MON),Odessa,Odessa Region,"vul. Henuez’ka, 22 (plošča 10 Kvitnja)",,IAU-022744,"<div class=""dd""> <p class=""principal"">Dyplom Bakalavra</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Administration, Management, Public Administration</span></p> <hr> <p class=""principal"">Dyplom Magistra</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Administration, Public Administration</span></p> <hr> <p class=""principal"">Dyplom Doktora Filosofii</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Administration, Public Administration</span></p> </div>","<div class=""dd""> <p class=""principal"">Faculty : Management and Business Technologies</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Information Technology, Management</span></p> <hr> <p class=""principal"">Faculty : Public Administration and Management</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Management, Public Administration, Regional Studies</span></p> </div>",Founded 1995,Public,Ukrainian,"<div class=""dd""> <p class=""principal"">Head : Mykola Myxajlovyč Iža</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Rector</span></p> </div>",,,65009,,Odes'kiy regional'niy instytut derzhavnoho upravlinnya Natsional'noyi akademiyi derzhavnoho upravlinnya pry Prezydentovi Ukrayiny (ORIDU),Odesa Regional Institute of State Administration of the National Academy of State Administration under the President of Ukraine,,https://www.whed.net/institutions/IAU-022744,www.oridu.odessa.ua,,,,
235,2026-01-01T18:55:37.989Z,https://www.whed.net/detail_institution.php?KDo2MF0sQzhYLUMkYApgCg==,,Ministry of Education and Science of Ukraine (MON),Odessa,Odessa Region,vul. Kuznečna 15,,IAU-026861,"<div class=""dd""> <p class=""principal"">Dyplom Bakalavra</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Computer Engineering, Economics, Electronic Engineering, Electronics and Automation, Measurement and Precision Engineering, Microelectronics, Nanotechnology, Transport Engineering</span></p> <hr> <p class=""principal"">Dyplom Magistra</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Business and Commerce, Education, Electronic Engineering, Electronics and Automation, Management, Measurement and Precision Engineering, Military Science, Teacher Training</span></p> <hr> <p class=""principal"">Dyplom Doktora Filosofii</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Measurement and Precision Engineering, Military Science</span></p> </div>","<div class=""dd""> <p class=""principal"">College : Academy</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Computer Engineering, Economics, Electronic Engineering, Electronics and Automation, Management, Measurement and Precision Engineering, Transport Engineering, Transport Management</span></p> <hr> <p class=""principal"">Faculty : Information Technology Measuring</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Information Technology</span></p> <hr> <p class=""principal"">Institute : Metrology, Automation, Intelligent Technologies and Electronics</p> <p><span class=""libelle"">Fields of study:</span><span class=""contenu"">Administration, Behavioural Sciences, Education, Electronic Engineering, Electronics and Automation, Information Technology, Instrument Making, Management, Military Science, Protective Services, Social Sciences, Telecommunications Engineering, Transport and Communications</span></p> <hr> <p class=""principal"">Institute : Specialists Training in the Field of Technical Regulation and Consumer Policy</p> </div>",Founded 1945,Public,Ukrainian,"<div class=""dd""> <p class=""principal"">Head : Leonid Volodymyrovyč Kolomijec’</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Rector</span></p> <hr> <p class=""principal"">Senior Administrative Officer : Oleksandr Anatolijovyč Pančenko</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Vice-rector for Administrative Affairs</span></p> <hr> <p class=""principal"">International Relations Officer : Hennadij Dmytrovyč Bratčenko</p> <p><span class=""libelle"">Job title:</span><span class=""contenu"">Vice-Rector for Research and International Relations</span></p> </div>",Also Bilotserkivska Branch,,65020,,"Vyščyj navčal’nyj zaklad ""Odes’ka deržavna akademija texničnoho rehuljuvannja ta jakosti"" (OSATRQ)",Odesa State Academy of Technical Regulation and Quality,,https://www.whed.net/institutions/IAU-026861,https://osatrq.edu.ua,,,,
